Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
27.6,44.8,1.8,5.7,18.1,3.1,0.98,10,513,7
25.3,73,6,12.1,23,8.9,0.97,11.2,571,7
30,62.2,53.7,66.4,25.5,8.1,1.26,6.2,670,5
40.4,92.4,92,112.9,42.2,26.4,2.32,3.7,633,1
23.5,64.4,30.3,37.8,26.5,3.9,0.98,10.4,454,7
33.8,86.8,12.5,20.9,26.7,6.6,1.66,5.2,685,5
38.8,92.5,8.3,29,32.8,8.3,2.19,3.9,698,1
35.5,73.2,83.2,96.3,32.8,15.4,2.56,9.1,879,1
27.5,72.4,18.8,32.6,40.4,19.1,1.95,9.7,392,3
23.1,80.1,10.4,14.9,23.3,6,1,10.6,332,7
25,50.9,4.9,11.4,23.4,2.8,1.1,13.7,196,7
39.5,70.2,5.4,24.3,38,0.1,1.85,4.3,616,3
17.8,77.9,8.3,15.5,18.5,6.1,0.94,15.5,546,7
19,75.8,2.6,9.5,18.5,1.1,0.97,12.7,534,7
26.4,58.3,2.9,7.5,21.3,3.9,0.89,10.8,244,7
27.6,49,1.3,9.8,25.1,6.3,1,11.1,208,7
26.6,60.6,2.5,6.5,26.9,8.2,1.07,10.6,318,7
24.1,89.4,4.1,16.3,24.5,15.1,1.37,8.5,298,5
30.8,81.7,23.3,36.4,26.5,21.6,1.49,5.8,546,5
37.5,38.8,42.3,57.3,24.6,17.1,1.58,8.8,377,5
20,74.9,8.2,15.3,21.1,6.2,1.04,11.7,242,7
35.6,70.9,18.5,44,43.3,12.5,1.71,5,484,3
36.9,65.3,55.3,60.3,42.4,14.9,1.77,3.9,613,3
25.5,88.7,10.6,20,25.4,10.5,1.5,5.8,364,5
42.8,73,1.1,23.7,31.2,25.6,2.46,3.5,495,1
37.8,65.8,4.5,19.8,17.2,9.4,1.43,6.2,495,5
30.7,62.7,6.5,10,11.7,4.6,0.92,10.6,265,7
20.6,67.3,7.4,14.1,12.7,2.3,1.09,10.3,484,7
32.5,81.1,80.1,100.2,28.8,0.5,1.92,10.1,612,3
30.9,57.2,2,12.9,29.2,15.2,1.37,6.2,632,5
32.4,76.9,6.5,12.3,25.3,10.5,1.66,5.1,397,5
34.6,73,21.1,47.9,38.7,21.2,2.64,5.6,704,1
33.2,73.4,5.5,11.1,16.2,2.1,1.01,10.4,405,7
25.9,71,22.1,21.8,14.4,2.3,0.93,12.5,314,7
30.3,82.2,64,77,25.2,9.1,1.16,6.1,338,5
25,77.6,0.7,7.6,17.4,8,1.74,5.2,317,5
25.1,74.2,8.1,10.7,20.2,5.8,1.01,13.6,341,7
44.1,95.4,52.5,85.7,27.2,8.2,2.2,4.1,547,1
35.6,65.8,21.8,36.3,30.3,9.2,1.6,5.1,691,5
30.1,93.4,7.8,14.4,21.5,11.8,1.5,5.1,585,5
23.7,61.1,16.1,21.7,23.7,7.6,1.08,11.2,567,7
27.8,67.4,7.3,11.4,13.1,2.3,1.17,13,528,7
18.9,45.9,2.1,6.2,19.5,1.9,0.92,11.1,495,7
30.8,53.9,6.9,21.5,26,5.8,1.44,5.4,447,5
35.2,80.7,67.4,103.4,49.6,9.6,2.47,3.5,681,1
21.6,54.7,5.6,12.6,10.3,2.2,0.99,12,266,7
24.7,78.9,55.7,66.2,28.5,6.3,1.33,7.2,454,5
26.2,75.1,11.1,16.5,30.9,8.7,1.44,5.8,576,5
21.6,63.3,0.3,5.6,20.2,5.1,1.09,10.5,589,7
34,50.8,1.3,14.1,20.6,13.4,1.4,5,485,5
23,52.4,2.8,7.1,26.6,3.2,1.08,10.2,324,7
20.9,59.2,3,9.5,20.5,4.1,0.96,10.7,590,7
26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369,7
17.8,59.7,2.2,9.9,16.4,5.1,0.87,10.1,583,7
44.3,122.3,55.2,65.9,49.3,26.4,2.31,2.9,878,1
36.7,84.1,44.9,61.9,31.1,13.4,2.24,7.3,440,3
23.7,60.1,12.3,21.5,16.9,4,0.99,14,253,7
28.9,72,48.2,58.4,29.3,9.2,1.56,9.5,422,5
33.9,53.4,18.5,24.7,26,9.8,1.96,6.3,605,5
33.7,83.7,12.7,18.9,36,15,2.56,4.6,679,3
29.4,91.6,30.7,43.7,31.1,5.4,1.67,7.6,565,5
37.1,97.7,11.7,27.3,31.4,17.8,1.87,9.6,675,3
24.6,60.5,7.7,17.2,27,15.1,1.62,11,599,5
36.3,106.3,62.3,75.6,27.1,19.5,2.08,5,682,3
29.8,44.6,4,11,19.5,3.3,1.02,13.1,461,7
26.8,50.2,18.3,25.5,28.9,0.9,0.96,13.7,303,7
36.1,77.3,40.8,50.4,23.1,13.1,2.04,5.2,615,3
29.4,52.2,13.3,18.6,21.1,3.5,1.02,10.3,413,7
32.9,47.7,4.4,14.7,32.1,12.8,1.49,6.1,469,5
26.6,68.5,0.1,15.2,20.2,14.2,1.52,5.8,410,5
34.7,86.9,8.1,41.3,34.5,35.7,3.35,2.7,673,1
21.7,49.2,2.2,4.6,24.4,5.6,1.02,12.6,559,7
31.1,62.8,0.9,8.4,17.1,6.3,1.16,15.8,321,7
28.8,83,3.7,15.8,15,8.6,1.82,6.4,471,5
28.7,73.5,14.5,28.5,23.1,9,1.65,6.3,530,5
28.9,82.1,25.1,47.5,34.4,22.3,1.8,5.2,675,3
27.5,75,1.5,6.6,17.3,3.9,1.26,18.8,449,7
25.2,60.1,1.1,2.4,14.7,6.1,1.04,12.2,384,7
30.6,94.9,10.5,34.9,26.5,12.1,2.44,6,444,3
38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489,5
36.2,80.7,35.7,55.6,39.2,13.2,2.13,8.7,829,3
28.4,67.9,7.5,13,14.2,5.7,1,12.7,247,7
36.5,81,9.8,22.2,31.5,6.8,1.63,6.5,322,5
28.3,76.4,23.2,25.7,21.5,10.9,2.08,6.4,501,5
22.7,56.4,1.9,6.7,12.6,3.6,1.05,11,472,7
44.6,79.9,9.8,25.3,28.7,29.2,1.74,4.1,756,3
43.9,89.5,4.5,31,36.7,17.2,1.89,3.3,639,1
28.2,54,0.3,12.7,28.4,0.8,1.49,8.8,522,5
22.3,70.1,2.6,10.4,26.8,2.9,1.2,10.1,388,7
24.3,59.4,2.9,9.1,12.2,1.8,1.07,10.1,411,7
26.8,55.7,0.3,6.2,17.3,5.6,0.94,11.4,425,7
27.4,62.4,2.8,9.2,23,3.2,1.14,10.2,243,7
21.9,68.5,20,22.2,11.8,5.3,1.02,11.7,582,7
22.5,73.5,11.8,16.2,18.7,3.8,1.12,15.4,444,7
30.8,76.8,3.7,15.9,30.8,12,1.78,7.8,501,5
40.2,107.4,25,52.1,46.6,15.2,2.29,3.6,627,1
29.5,69.1,30.2,35.4,43.3,15.5,1.62,7,711,3
22.3,53.5,2.1,7.7,16.1,3.8,1.1,10,263,7
29.8,56.5,15.6,32.5,20.4,15.5,1.69,6.9,537,5
28.1,81.5,0.4,11.7,27.2,10,1.7,5.1,530,5
26.2,77.4,38.2,52.3,25.1,14.9,1.63,5.4,435,3
22.8,81.2,13,18.9,18.5,6.8,1.04,15,215,7
29,85.7,28.2,39.8,25.4,4.5,1.62,5.1,699,5
22.9,72.1,12.5,18.3,32.9,7.7,1.74,5.7,706,5
24.5,74,11.4,13.8,19.8,4.5,0.93,13,381,7
24.7,70.3,3.6,11.7,17.6,5.1,0.91,12.5,494,7
40,85.6,36.2,74.5,45.7,20.9,2.92,4.9,512,1
24.2,80.6,21.4,29.9,24.5,9.9,1.82,5.9,334,5
20,51.3,2.1,2.5,14.2,7.1,0.84,10.1,227,7
25.5,77.8,2.1,6.1,16.9,5.4,0.8,10.3,534,7
32.3,66.5,29.1,41.9,34.6,9.2,1.83,5.8,426,3
22,58.7,1.2,14.2,23.8,3.5,1.05,12.5,390,7
35.6,95.8,41.4,62.5,27.7,14.8,2.2,5.8,423,3
42,91.8,28,37.4,44.9,16.3,1.85,3.4,682,3
43.2,84.2,29.3,31,46.2,31.1,2.72,3.5,934,1
28.6,52.4,15.4,18,19.9,5.8,0.95,12.6,506,7
27.3,76.4,11.8,20.4,12.9,6.9,1.04,12.7,468,7
30.8,72.7,27.2,36.7,32.2,15,1.56,9.7,376,5
22.1,53.1,6.9,9.8,15.6,5.4,0.86,11.4,385,7
32.1,66.6,50.3,60.5,35.2,11.2,1.67,7.5,468,5
37.9,99.5,3.1,18.7,29.2,14,2.3,8.2,448,3
30.4,57.2,46.1,56.4,20.2,11.7,1.8,8.8,516,5
40.6,80.7,1.1,14.6,41.7,21.3,1.92,4.5,469,3
22.4,50.1,4.6,12.1,21.2,4.6,0.94,10.3,533,7
26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802,3
27.7,56.4,31.4,36.7,13.6,5.6,1.02,12.6,335,7
22.8,55.8,0.4,6.4,26.4,3.7,0.97,17,226,7
21.6,43.7,6,8.5,26.7,4.2,1.07,12.2,275,7
24.8,73.1,6.5,9.8,17.5,10,1.02,12.5,287,7
35.7,53.1,43.4,52.7,26.4,6.1,1.51,6.9,659,5
31,108.9,2.3,24.7,31.2,11,1.72,3,704,1
29.8,60.9,8.5,14.6,16.7,2.5,1.06,13.1,217,7
27,42.7,1.5,8.2,16.2,6.2,0.93,10,328,7
34.2,92.3,1.7,26.2,37.3,12.5,1.85,3.6,501,3
28,48.6,6.1,11.1,19.9,2.8,1,10.8,390,7
25.7,88.9,16.7,27,28.6,5.1,1.79,11.8,439,5
43.7,86.8,2.1,16.5,38.7,15.3,1.92,8.3,351,3
27.8,82.1,12.3,27.8,28,18.6,1.69,13.4,676,5
34.4,85,39.8,43.4,22.9,7.6,2.3,4.3,630,3
26.3,71.6,11.6,19.8,16.7,5.3,1.05,10.7,504,7
28.8,72.7,49.8,74.8,41,15.6,2,5.2,482,3
30.4,46.7,21.4,25.4,17.3,7.8,0.91,11.7,365,7
24.5,64.4,0.6,6.4,10.2,3.8,1.14,13.3,254,7
32.2,65.2,28.8,37,26.6,10.4,1.72,7,538,5
36.5,81.1,14.2,34.5,37.1,11.8,1.91,4.3,610,3
28.6,50.6,43.7,48.8,15.7,7.2,1.14,11.8,531,7
42.6,111.3,51.4,77.1,23,11.4,2.41,6.3,832,1
26,57.9,44.7,58.2,31.4,4.3,1.25,7.8,488,5
26.3,74.9,20.1,27.4,25.4,3.8,1.62,5.3,358,5
28.1,66.3,51.2,69.9,23.9,13.7,1.61,5,653,5
43,114.3,42.4,61.6,30.4,11.7,2.51,3.5,567,1
34.2,89.7,14.5,28.2,22.1,7.2,1.69,3.5,606,3
25.5,70.1,5.3,5.6,25.8,7.8,0.96,16.6,502,7
23.7,57.8,31.7,35,11.7,2.3,1.07,13.2,453,7
26.6,74.1,3.2,9.8,17.3,4.5,1.1,10,362,7
31.5,71.2,8.1,16.1,17.1,8.3,1.47,9,615,5
23.6,62,11,14.7,16.9,5.5,1.18,10.9,196,7
22.3,65.4,4.8,6.2,24.6,5.7,1.11,17.6,395,7
33.8,64.8,50.5,70.6,27.2,12,1.87,5.9,781,3
26.4,45.9,0.5,5.4,15.7,3.7,1.06,13.3,478,7
38.3,83.2,58.8,79.5,32.7,14,1.55,4.6,709,3
30.7,99.1,57.4,74.7,40.7,17.9,2.85,3.1,761,1
28.2,68,71.6,94.6,35.2,21.2,2.25,6.2,698,3
29.4,63.9,9.3,12.2,19.1,6.7,0.95,11,315,7
46.8,80.7,17.2,36.3,46.6,26.4,2.66,2.5,740,1
32.4,70.4,75.2,91.5,44.8,25.7,2.06,13.7,771,1
39.1,88.5,27.6,38,28.2,7.1,1.85,5.6,659,3
28.1,53.1,0,4.4,14.1,3.7,1.11,12.8,334,7
38,75.2,7,32.7,40.7,15.6,2.57,3.2,786,1
25.9,62.5,2.3,15.8,22.5,9.2,1.31,6.8,430,5
25.3,40.1,0.6,4.5,23.8,6.5,1.09,12.3,444,7
30.1,77.9,2.7,4.7,11.4,3.4,0.96,11.5,235,7
23.6,43.1,2.5,8.1,17.1,5.9,1.01,11.8,205,7
25.4,53.2,9.6,12.3,20.4,1.5,1.14,10.3,493,7
21.7,57.9,14.7,20.7,13.6,5.3,0.92,10.3,338,7
35,53.1,33.5,41.7,25,11,1.85,6.3,573,5
33,53.6,34.8,48.4,27.3,14.5,1.67,5.4,566,5
49.8,79.3,40,59,19.9,19,2.41,4.1,829,1
27,50.8,2.1,5.5,12.4,1.1,1.01,10.2,612,7
25.7,54.3,39.2,47.7,22.9,5,1.05,12.6,430,7
33.4,86.7,37.8,46.6,19,14.8,1.36,5.4,415,5
39.6,74.9,1.1,22.8,29,21.5,1.69,4.6,587,3
39.2,87.8,31.4,53.8,30.3,31.8,2.69,3.7,565,1
33,84.1,1.6,23.8,31.4,-3.4,2.1,4.3,493,3
23.8,40.2,8.8,12.3,27.9,6.9,1,11.1,317,7
36.2,84,4.2,16.3,26.7,5.7,1.75,14.6,640,5
35.7,79.1,38,55.5,25.6,17,2.75,2.8,821,1
25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305,7
23.4,68.9,14.2,18.2,18.4,6.7,0.93,10.7,265,7
32.1,62.6,47.9,59.1,30,7.9,1.48,7.1,414,5
22.9,45.9,4.4,9.3,12.6,5.9,1.01,10.1,223,7
38.1,73.2,37.7,85.4,33,20.4,2.49,5.7,727,1
23.8,70.2,7,8.2,25.3,8.6,1.07,10.4,267,7
35.9,81.3,8.7,29.6,48.1,36.2,2.68,6.5,583,1
29.2,40.9,15.4,20,27.1,2.9,1.04,11.1,438,7
41.6,81.7,0.9,21.9,59.3,10.5,2.07,2.9,633,1
37.7,76.3,15.4,15.2,22,13,1.02,6.2,386,5
28.5,45.9,1.5,5.9,23.7,3.2,0.89,12.8,483,7
19.1,54.7,9.4,15.5,16.9,4.7,0.92,10.3,531,7
33,101.7,26.9,27.1,39.6,14.3,2.87,10.1,908,1
23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509,7
28.8,72.9,11,13.4,25.7,11,1.29,6.5,364,5
37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,501,3
22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,351,5
28.9,52.9,59.1,77.8,41.6,18.4,2.05,8.8,601,3
30,59.7,59.3,68.8,22.1,7.4,1.39,5.1,412,5
28.9,87.5,13.4,37.1,34.3,8.9,1.9,8,612,3
37.7,66.9,53.6,69.5,40.3,23.4,1.39,4.3,458,3
37.6,81,11.8,29.5,39.5,22.3,2.32,3.8,616,3
29.7,70.4,6,8.6,17.4,3.2,1.42,8.5,586,5
32.5,64.6,5.5,13.3,29.7,11.6,1.74,5.5,485,5
36.2,56.8,27.1,35.3,30.8,8.1,1.47,5.7,388,5
26.7,65,1.3,8.7,22.5,4.4,1.05,10.5,208,7
18.5,60,20.8,22.7,24,6.7,0.89,11.8,541,7
36.6,59.5,12.9,20.4,33.3,9.1,1.41,5.7,588,5
36.9,63.1,25.6,34.4,22.9,10.9,1.31,5.3,646,5
34.5,77.7,6.2,7.1,25.6,8.9,1.71,8.1,500,5
28.9,91.1,12.3,22.6,29.5,6.3,1.21,6.3,351,5
33.6,63.7,4.7,13,24.8,2.7,1.46,6.5,368,5
27.9,104.7,7.3,17.6,28.4,17.3,2.43,5,505,3
21.5,51.7,5.2,11.1,22.5,3.9,0.87,11.7,497,7
30.9,98,78.8,93.2,27.2,10.7,1.73,5.6,472,3
23.8,72.4,2.9,9.6,23,3.5,0.95,10.9,384,7
33.5,77.4,14.6,23.4,29.4,7.5,1.59,6.1,480,5
24.2,69.8,4.9,9.5,18.5,3.3,1.03,16,423,7
31.3,68.9,31.4,32.5,32.7,6.6,1.65,8,489,5
28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551,3
32.5,56.9,2.4,25.1,23.2,13.4,1.61,5.3,451,5
18.4,75.1,10.7,15.3,17.4,5.8,1.03,12.5,553,7
26.7,71.4,9.4,22.3,31.4,10.3,1.55,7.7,688,5
30,86,8.3,20.4,21.4,10.2,1.59,7.2,733,5
34.9,95.7,44.1,70.5,39.6,30.4,2.09,5.8,745,1
30.7,61.2,2.6,15.9,20.5,4.2,1.77,5.3,449,5
30.6,44.2,12,16.4,14.7,2.9,0.99,12.1,569,7
39.3,76,38.4,49.6,23.5,26.8,2.06,3.4,452,3
25.4,59.3,5.6,8.4,11.9,4.3,0.9,10.4,465,7
33.3,80,33.8,48.2,38.3,3.7,1.61,5.1,507,3
25.5,85.4,13.3,26,35.7,9.6,1.54,6.6,662,5
32.6,79.8,33.1,45.2,32.1,5.2,2.61,4.2,731,3
29.9,56.3,13.9,16.1,13,3.3,0.99,10.2,519,7
32.2,61.5,7.1,18.6,16.1,14.5,1.52,7.3,539,5
30.4,57.7,12.2,28.7,37.2,25,1.95,3.9,749,3
26.6,70.9,5.9,18.2,26.9,11.7,1.5,5.3,573,5
25.2,71,10.8,14.9,14.6,5.8,1.05,12.6,479,7
25.6,66,0.8,6.7,16,7,0.84,11.7,431,7
37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529,3
23.6,50.5,19.6,25.4,21.6,5,0.96,10.5,294,7
28.2,59.2,12.7,21.2,21.7,10.2,1.3,5.2,565,5
44.2,63.5,120.8,137.5,38.7,22.6,1.41,3.4,707,3
30.1,54.1,16.8,24.6,16.8,8.2,1.02,11.1,201,7
26.4,78.1,1.8,9.9,27,6.6,1.06,14.6,552,7
26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,534,7
32.8,62.4,24,42.7,32.9,25,2.29,6.2,415,3
22.9,64.5,2.3,8.8,11.3,7.2,1.13,11.2,361,7
30.4,56.5,5.9,14.5,23.7,6.4,1.24,6.7,410,5
23.1,63,9.9,17.8,25,5.4,1.03,10.2,403,7
28.2,78.9,0.1,6.9,26,10.4,1.55,6.5,679,5
26.7,60,7.1,11,20.2,5.9,1.01,10.8,349,7
33.4,85.5,55.9,60.9,36,10.2,1.64,3.7,698,3
22.5,67.1,2.9,9.5,16.5,8.5,1.17,12.6,226,7
37.9,89.7,3.1,18.3,36.7,4.7,2.72,2.6,592,1
25.1,66.6,38.5,43.4,18.5,4.3,0.92,12,326,7
31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,777,1
18.5,54,5.2,7.7,22.7,3.9,0.86,14.1,415,7
22.7,44,13,16.1,16.1,3.4,0.95,12.9,330,7
30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,386,5
29.3,67,53.8,67,18.1,13.3,1.3,9.1,336,5
36.1,61.6,1.1,10.7,21.5,8.5,1.76,7,567,5
34.8,61.8,6.8,15.5,23.5,9.6,1.47,6,404,5
40.6,77.3,18.7,37.5,36.1,28.7,2.23,6.9,555,1
23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,481,7
27.6,89.1,23.7,36.4,35.4,17.2,1.79,4.2,817,3
19,55.4,9.4,14.5,24.3,4.5,1.03,10.6,478,7
29.6,53.8,10.8,18.5,25.5,4.8,1.53,5.8,436,5
34.2,62.7,40,50.3,23.8,9.3,1.5,5.1,416,5
39.6,94.6,10.4,33.3,28.4,17.3,2.11,3.8,533,3
30.9,74.6,24,28.9,23.6,7.7,1.01,10.7,217,7
31.4,78.3,8.2,14.1,23.5,5.6,0.87,11.2,225,7
39.2,108,73.5,88.5,34,15.8,1.96,6.2,734,1
33.6,88.9,23.3,40.6,31.1,13.5,2.29,7.3,405,3
22.4,54.5,0,4.6,20.6,7.5,0.74,11.4,326,7
30.2,77.9,28.8,37.8,31.5,6.9,1.5,9.1,356,5
20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581,7
27,45.3,1.8,14.1,34.1,11.4,1.64,6.5,615,5
33.7,67.9,1.4,13.4,26.2,16.4,1.84,4.9,742,3
26,81.8,8.4,20.4,28.8,5.6,1.49,5.5,596,5
30,58.9,10.5,25.9,33.6,12.6,1.28,7.2,347,5
29.7,93.5,2.9,21.9,30.5,10,1.79,3.7,816,3
37.7,93.3,115.9,145.3,33.2,16.2,2,8.2,374,3
44.9,82.7,33.8,51.4,32.1,14.7,2.49,3.8,514,1
31.2,72.8,2.2,11.3,25.6,12.6,1.88,3.9,432,3
25.1,70.9,16.8,33,37.1,9.1,1.05,6.3,569,5
30.8,53.5,9.2,15.4,27.5,7.9,1.04,10.8,220,7
27.3,71,8.3,11.9,13.5,11.1,1.13,12,390,7
34.3,70.1,0.5,19.9,32.1,14.8,2.04,5,551,3
26.8,63.3,1.7,5.3,17.3,2,0.92,11.3,481,7
51.4,108.7,2.1,20.6,27.1,11.8,2.03,2.6,744,1
37.9,84.7,8.4,38,48.7,3.4,2.05,3.8,729,1
22,51.1,26,27.3,23,8.2,1.03,14.4,384,7
25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574,7
31.7,95.3,42.1,64.9,30.4,13,2.14,4.3,595,3
24.3,42.3,2.3,9.7,26.4,5.6,1.1,10.1,558,7
21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,348,7
41.4,55,14.8,28.8,27.7,16.4,1.32,5,297,5
32.3,46.7,20.8,34.7,30.4,11.4,1.33,5.3,677,5
30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,648,3
28.9,73.1,5.6,10.3,17,5.6,1.02,10.8,303,7
32,81.6,3.1,11,28,11,1.31,6.1,531,5
35,85.2,47.4,62.5,24,8.8,1.87,9.2,641,5
39.3,77.8,60.6,78.3,23.8,10.9,2.74,6.2,665,3
35.2,57.6,46.5,59,22.3,4.7,1.37,5.3,650,5
20.2,65.4,6.2,13.1,26.1,8.5,0.94,11,338,7
29,44.6,21.2,28,19.6,3.3,1.2,11.1,545,7
23.5,61.4,10.9,17.5,14.3,4.4,0.87,14.3,443,7
26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,546,3
37.3,49.5,13.1,28.5,31,14,1.52,6.4,300,5
31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,628,5
15.5,64.8,19.6,23.4,25.5,4.6,0.91,11.1,230,7
26.8,71.2,9.5,22.8,20.4,14,1.54,6.2,367,5
42.1,87.1,168.6,188.2,30.9,14.8,2.94,3.2,759,1
26.8,55.2,3.6,8,20.7,5.6,0.76,12.2,575,7
22.9,68.2,1.6,7.3,22.8,3.3,1.06,12.7,356,7
35.4,78.8,14.3,23.8,26.8,14,1.3,7.3,346,5
21.7,53.7,9.6,17.2,26.1,5.8,0.97,10.2,536,7
20.5,80.3,12.6,25.9,33,11.4,1.44,6.1,433,5
45.1,102.9,16.4,49.1,38.4,18.7,2.06,4.8,638,1
25,81.8,20.2,28.7,17.5,2.3,1.06,10.6,386,7
34.6,68.4,56.8,72.9,32.9,7.8,1.51,6,702,3
32.2,70.9,37.9,56.7,37.8,16.2,1.54,4.8,388,3
22.1,46.7,0.8,6.3,26,3.1,0.98,10,469,7
30.4,77,10,14.8,15.5,3.1,0.9,10.1,386,7
24.5,65.3,29.4,38.1,33.4,2,1.23,6,616,5
26.5,69,9.7,19.6,18.3,4.7,0.95,15.6,262,7
24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,403,7
26,54.4,2.3,10.6,21.1,4.6,1.09,10.9,344,7
25.8,64.7,3.3,8.4,26.6,4.3,0.98,10.2,226,7
31.3,102.2,15.4,33.6,29.6,21,1.88,4.1,466,3
36.2,58.4,2,14.7,22.9,5.9,1.17,5.5,533,5
23.2,60.9,3.7,4,14.5,4.2,1.02,13.9,381,7
26.5,64.6,36.9,37.9,20.8,5,0.98,13,359,7
25.5,57.8,1.4,7.7,33,9.5,1.96,6.9,481,5
32.4,66.1,9.1,16,13.9,4.6,1.02,11.4,283,7
21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,585,7
39.2,68,4,18.4,30.2,16.8,1.77,3.8,763,3
30.7,85.3,26.1,34.1,24.6,9.8,1.59,5.6,602,5
32.2,57,22.8,34.4,25.7,5.8,1.5,7,509,5
24.9,56.1,20.9,28.4,24.9,10.3,1.3,9.5,542,5
37,86.3,81.3,110.8,41.3,16.2,2.97,2.5,841,1
39.1,66.5,70.3,94.6,33.5,29.7,2.27,2.6,756,1
29,74,2.2,15,22.3,10.5,1.72,10.2,703,5
35.7,50.3,1.2,13.7,20.8,5.9,1.63,6.2,463,5
28.6,45.6,56.8,64.8,30.2,7,1.42,7.6,681,5
28.9,44.2,5.6,10.9,19.7,4.5,1.03,18,333,7
24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,221,7
43.3,95.1,20.3,53,37.9,21,2.08,6.3,581,1
23.6,76.6,0.5,16.3,28.2,11.9,1.55,6.2,514,5
31.6,95.2,157.5,180,38.8,28.7,2,3.6,571,3
25.1,68.4,5.4,11.9,15,1.2,1.03,13.7,203,7
36,70.2,12.5,41.9,30.7,16,1.79,4.6,624,3
29.3,70.6,44.1,60.3,27.4,8.6,1.09,5.5,365,5
24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593,7
23,51.2,17.3,22.3,13.6,2.5,0.84,13.2,444,7
32,68.1,5.3,10.9,24.9,6.7,0.87,11.9,327,7
25.4,63.2,10.7,16,17.9,2.2,0.93,12.7,560,7
25.3,79.4,15.7,21.8,16.3,6.2,1.06,11.1,506,7
28,74.7,13.8,21.4,18.6,5.5,1.08,10.4,380,7
23.7,55.9,27.7,37.2,16.2,2.1,1.03,12.1,307,7
46.7,84.2,1.6,26.6,36.5,13.4,3.04,8,506,1
20.7,66.4,26.3,29.6,23.2,0.8,0.98,14.4,520,7
29,100.2,69.8,85,26.5,17,1.95,4.9,641,3
40.8,100.7,23.3,39.7,49.3,31.9,2.78,11.2,671,1
23,82.5,6.6,19.3,21.1,10.3,1.8,6.1,566,5
23.9,49.8,3.2,8.9,16.4,7.4,1,11.1,237,7
38.9,66.5,81.9,105.1,36.1,5.9,3.54,3.2,794,1
25.3,50.3,11.5,16.8,23.7,6.7,0.89,10.7,349,7
29.8,74.7,34.9,40.7,7.4,3.3,0.94,11.1,369,7
32.1,59.4,8.2,13.3,22.8,2,1.16,10.2,396,7
32.9,56.9,44.2,55.4,19.5,8.5,1.33,9.3,612,5
24.6,96.2,114.7,142.1,32.2,17.1,1.95,3.7,677,3
25.3,63.9,16.1,24.8,26.6,9.8,1.08,10.1,552,7
33.3,51.4,9.6,20.7,20.7,16,1.48,5.8,542,5
21.3,79.2,28.9,32.9,16.9,3,0.98,12.2,372,7
38.7,67,22.4,41.4,46.9,21.7,2.24,5.7,520,1
21.3,47.7,8,12.3,21.2,7,0.99,10.7,478,7
43.2,98.2,6.1,32.9,42.3,19.8,2.26,4.1,797,1
28,50.9,1,6.3,23,5.3,0.87,13.2,381,7
24.2,69.8,0.4,5.8,20.1,15.8,1.27,7.2,568,5
26,38.6,16.6,22.7,22,2.8,1.22,12.9,389,7
23.7,56.6,8.3,24.4,26.6,12.1,1.35,5.4,551,5
34.4,87.9,216.9,240,50.7,15.3,2.53,4.3,578,1
41.4,66.1,15.1,31.6,28.7,19.4,1.65,5.9,776,3
46.5,101.4,94.5,122.4,29.8,20.2,3.09,4.1,584,1
28.4,75.5,13.1,26.9,20,14.1,1.72,5.8,402,5
33,79.1,3.4,10.9,12.2,5.7,0.98,11.1,213,7
31.1,78.8,54.2,63.7,38.3,9.1,1.47,7.6,488,5
21.8,59.9,21,22.6,23.5,5.2,0.94,10,318,7
32,51.9,43.7,55.7,24.3,12.1,1.41,5.1,461,5
38.9,90,28.7,41.1,31.6,15.8,1.71,7.1,666,3
27.3,61,32.3,34.8,21,6.9,0.98,10.4,453,7
37.3,70.1,4.6,17.8,34.8,12,1.73,3.6,609,3
39.8,84.8,49.3,69.5,30.4,14.2,2.44,6.4,555,1
25.9,54.6,13.6,16.2,20.2,4.5,1.07,10.2,379,7
23.4,72.5,12.1,19.8,18.6,4.4,1.01,18.2,578,7
